src	dst	note
/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/气氛音乐音效/Endurance SFX/01 - Percussion/Percussion/27 Boom Pop.mp3	Endurance SFX（大气深沉3 · 低音节奏感紧张气氛渲染无损音效素材包）/01 - Percussion/Percussion/27 Boom Pop.mp3	
/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/气氛音乐音效/Endurance SFX/01 - Percussion/Percussion/25 Crunchy Hits.mp3	Endurance SFX（大气深沉3 · 低音节奏感紧张气氛渲染无损音效素材包）/01 - Percussion/Percussion/25 Crunchy Hits.mp3	
/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/气氛音乐音效/Endurance SFX/01 - Percussion/Percussion/08 Game Face.mp3	Endurance SFX（大气深沉3 · 低音节奏感紧张气氛渲染无损音效素材包）/01 - Percussion/Percussion/08 Game Face.mp3	
/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/气氛音乐音效/Endurance SFX/01 - Percussion/Percussion/04 Training Day B.mp3	Endurance SFX（大气深沉3 · 低音节奏感紧张气氛渲染无损音效素材包）/01 - Percussion/Percussion/04 Training Day B.mp3	
/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/气氛音乐音效/Endurance SFX/01 - Percussion/Percussion/28 Drop Beat.mp3	Endurance SFX（大气深沉3 · 低音节奏感紧张气氛渲染无损音效素材包）/01 - Percussion/Percussion/28 Drop Beat.mp3	
/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/气氛音乐音效/Endurance SFX/01 - Percussion/Percussion/02 Bank Heist.mp3	Endurance SFX（大气深沉3 · 低音节奏感紧张气氛渲染无损音效素材包）/01 - Percussion/Percussion/02 Bank Heist.mp3	
/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/气氛音乐音效/Endurance SFX/01 - Percussion/Percussion/01 Moving Target.mp3	Endurance SFX（大气深沉3 · 低音节奏感紧张气氛渲染无损音效素材包）/01 - Percussion/Percussion/01 Moving Target.mp3	
/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/气氛音乐音效/Endurance SFX/01 - Percussion/Percussion/20 Echo Hit.mp3	Endurance SFX（大气深沉3 · 低音节奏感紧张气氛渲染无损音效素材包）/01 - Percussion/Percussion/20 Echo Hit.mp3	
/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/气氛音乐音效/Endurance SFX/01 - Percussion/Percussion/16 Chamber Hits C.mp3	Endurance SFX（大气深沉3 · 低音节奏感紧张气氛渲染无损音效素材包）/01 - Percussion/Percussion/16 Chamber Hits C.mp3	
/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/气氛音乐音效/Endurance SFX/01 - Percussion/Percussion/22 Clean Rhythm.mp3	Endurance SFX（大气深沉3 · 低音节奏感紧张气氛渲染无损音效素材包）/01 - Percussion/Percussion/22 Clean Rhythm.mp3	
/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/气氛音乐音效/Endurance SFX/01 - Percussion/Percussion/26 Electricity.mp3	Endurance SFX（大气深沉3 · 低音节奏感紧张气氛渲染无损音效素材包）/01 - Percussion/Percussion/26 Electricity.mp3	
/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/气氛音乐音效/Endurance SFX/01 - Percussion/Percussion/13 Dark Kick C.mp3	Endurance SFX（大气深沉3 · 低音节奏感紧张气氛渲染无损音效素材包）/01 - Percussion/Percussion/13 Dark Kick C.mp3	
/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/气氛音乐音效/Endurance SFX/01 - Percussion/Percussion/03 Training Day A.mp3	Endurance SFX（大气深沉3 · 低音节奏感紧张气氛渲染无损音效素材包）/01 - Percussion/Percussion/03 Training Day A.mp3	
/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/气氛音乐音效/Endurance SFX/01 - Percussion/Percussion/18 Alley Beat.mp3	Endurance SFX（大气深沉3 · 低音节奏感紧张气氛渲染无损音效素材包）/01 - Percussion/Percussion/18 Alley Beat.mp3	
/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/气氛音乐音效/Endurance SFX/01 - Percussion/Percussion/19 Simple Set.mp3	Endurance SFX（大气深沉3 · 低音节奏感紧张气氛渲染无损音效素材包）/01 - Percussion/Percussion/19 Simple Set.mp3	
/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/气氛音乐音效/Endurance SFX/01 - Percussion/Percussion/15 Chamber Hits B.mp3	Endurance SFX（大气深沉3 · 低音节奏感紧张气氛渲染无损音效素材包）/01 - Percussion/Percussion/15 Chamber Hits B.mp3	
/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/气氛音乐音效/Endurance SFX/01 - Percussion/Percussion/24 Future Kick.mp3	Endurance SFX（大气深沉3 · 低音节奏感紧张气氛渲染无损音效素材包）/01 - Percussion/Percussion/24 Future Kick.mp3	
/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/气氛音乐音效/Endurance SFX/01 - Percussion/Percussion/Closers/07 Boom Pop A.mp3	Endurance SFX（大气深沉3 · 低音节奏感紧张气氛渲染无损音效素材包）/01 - Percussion/Percussion/Closers/07 Boom Pop A.mp3	
/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/气氛音乐音效/Endurance SFX/01 - Percussion/Percussion/Closers/01 Bank Heist A.mp3	Endurance SFX（大气深沉3 · 低音节奏感紧张气氛渲染无损音效素材包）/01 - Percussion/Percussion/Closers/01 Bank Heist A.mp3	
/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/气氛音乐音效/Endurance SFX/01 - Percussion/Percussion/Closers/08 Boom Pop B.mp3	Endurance SFX（大气深沉3 · 低音节奏感紧张气氛渲染无损音效素材包）/01 - Percussion/Percussion/Closers/08 Boom Pop B.mp3	
/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/气氛音乐音效/Endurance SFX/01 - Percussion/Percussion/Closers/04 Massive Hits B.mp3	Endurance SFX（大气深沉3 · 低音节奏感紧张气氛渲染无损音效素材包）/01 - Percussion/Percussion/Closers/04 Massive Hits B.mp3	
/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/气氛音乐音效/Endurance SFX/01 - Percussion/Percussion/Closers/06 Simple Set.mp3	Endurance SFX（大气深沉3 · 低音节奏感紧张气氛渲染无损音效素材包）/01 - Percussion/Percussion/Closers/06 Simple Set.mp3	
/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/气氛音乐音效/Endurance SFX/01 - Percussion/Percussion/Closers/03 Massive Hits A.mp3	Endurance SFX（大气深沉3 · 低音节奏感紧张气氛渲染无损音效素材包）/01 - Percussion/Percussion/Closers/03 Massive Hits A.mp3	
/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/气氛音乐音效/Endurance SFX/01 - Percussion/Percussion/Closers/02 Bank Heist B.mp3	Endurance SFX（大气深沉3 · 低音节奏感紧张气氛渲染无损音效素材包）/01 - Percussion/Percussion/Closers/02 Bank Heist B.mp3	
/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/气氛音乐音效/Endurance SFX/01 - Percussion/Percussion/Closers/05 Massive Hits C.mp3	Endurance SFX（大气深沉3 · 低音节奏感紧张气氛渲染无损音效素材包）/01 - Percussion/Percussion/Closers/05 Massive Hits C.mp3	
/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/气氛音乐音效/Endurance SFX/01 - Percussion/Percussion/Closers/10 Future Kick.mp3	Endurance SFX（大气深沉3 · 低音节奏感紧张气氛渲染无损音效素材包）/01 - Percussion/Percussion/Closers/10 Future Kick.mp3	
/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/气氛音乐音效/Endurance SFX/01 - Percussion/Percussion/Closers/09 Boom Pop C.mp3	Endurance SFX（大气深沉3 · 低音节奏感紧张气氛渲染无损音效素材包）/01 - Percussion/Percussion/Closers/09 Boom Pop C.mp3	
/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/气氛音乐音效/Endurance SFX/01 - Percussion/Percussion - Distortion/DS 11 Dark Kick A.mp3	Endurance SFX（大气深沉3 · 低音节奏感紧张气氛渲染无损音效素材包）/01 - Percussion/Percussion - Distortion/DS 11 Dark Kick A.mp3	
/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/气氛音乐音效/Endurance SFX/01 - Percussion/Percussion - Distortion/DS 15 Chamber Hits B.mp3	Endurance SFX（大气深沉3 · 低音节奏感紧张气氛渲染无损音效素材包）/01 - Percussion/Percussion - Distortion/DS 15 Chamber Hits B.mp3	
/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/气氛音乐音效/Endurance SFX/01 - Percussion/Percussion - Distortion/DS 21 Rimshot.mp3	Endurance SFX（大气深沉3 · 低音节奏感紧张气氛渲染无损音效素材包）/01 - Percussion/Percussion - Distortion/DS 21 Rimshot.mp3	
/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/气氛音乐音效/Endurance SFX/01 - Percussion/Percussion - Distortion/DS 14 Chamber Hits A.mp3	Endurance SFX（大气深沉3 · 低音节奏感紧张气氛渲染无损音效素材包）/01 - Percussion/Percussion - Distortion/DS 14 Chamber Hits A.mp3	
/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/气氛音乐音效/Endurance SFX/01 - Percussion/Percussion - Distortion/DS 18 Alley Beat.mp3	Endurance SFX（大气深沉3 · 低音节奏感紧张气氛渲染无损音效素材包）/01 - Percussion/Percussion - Distortion/DS 18 Alley Beat.mp3	
/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/气氛音乐音效/Endurance SFX/01 - Percussion/Percussion - Distortion/DS 07 Thunder Drums.mp3	Endurance SFX（大气深沉3 · 低音节奏感紧张气氛渲染无损音效素材包）/01 - Percussion/Percussion - Distortion/DS 07 Thunder Drums.mp3	
/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/气氛音乐音效/Endurance SFX/01 - Percussion/Percussion - Distortion/DS 13 Dark Kick C.mp3	Endurance SFX（大气深沉3 · 低音节奏感紧张气氛渲染无损音效素材包）/01 - Percussion/Percussion - Distortion/DS 13 Dark Kick C.mp3	
/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/气氛音乐音效/Endurance SFX/01 - Percussion/Percussion - Distortion/DS 12 Dark Kick B.mp3	Endurance SFX（大气深沉3 · 低音节奏感紧张气氛渲染无损音效素材包）/01 - Percussion/Percussion - Distortion/DS 12 Dark Kick B.mp3	
/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/气氛音乐音效/Endurance SFX/01 - Percussion/Percussion - Distortion/DS 26 Electricity.mp3	Endurance SFX（大气深沉3 · 低音节奏感紧张气氛渲染无损音效素材包）/01 - Percussion/Percussion - Distortion/DS 26 Electricity.mp3	
/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/气氛音乐音效/Endurance SFX/01 - Percussion/Percussion - Distortion/DS 06 Deep Beat B.mp3	Endurance SFX（大气深沉3 · 低音节奏感紧张气氛渲染无损音效素材包）/01 - Percussion/Percussion - Distortion/DS 06 Deep Beat B.mp3	
/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/气氛音乐音效/Endurance SFX/01 - Percussion/Percussion - Distortion/DS 04 Training Day B.mp3	Endurance SFX（大气深沉3 · 低音节奏感紧张气氛渲染无损音效素材包）/01 - Percussion/Percussion - Distortion/DS 04 Training Day B.mp3	
/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/气氛音乐音效/Endurance SFX/01 - Percussion/Percussion - Distortion/DS 25 Crunchy Hits.mp3	Endurance SFX（大气深沉3 · 低音节奏感紧张气氛渲染无损音效素材包）/01 - Percussion/Percussion - Distortion/DS 25 Crunchy Hits.mp3	
/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/气氛音乐音效/Endurance SFX/01 - Percussion/Percussion - Distortion/DS 08 Game Face.mp3	Endurance SFX（大气深沉3 · 低音节奏感紧张气氛渲染无损音效素材包）/01 - Percussion/Percussion - Distortion/DS 08 Game Face.mp3	
/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/气氛音乐音效/Endurance SFX/01 - Percussion/Percussion - Distortion/DS 23 Dark Toms.mp3	Endurance SFX（大气深沉3 · 低音节奏感紧张气氛渲染无损音效素材包）/01 - Percussion/Percussion - Distortion/DS 23 Dark Toms.mp3	
/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/气氛音乐音效/Endurance SFX/01 - Percussion/Percussion - Distortion/DS 19 Simple Set.mp3	Endurance SFX（大气深沉3 · 低音节奏感紧张气氛渲染无损音效素材包）/01 - Percussion/Percussion - Distortion/DS 19 Simple Set.mp3	
/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/气氛音乐音效/Endurance SFX/01 - Percussion/Percussion - Distortion/DS 22 Clean Rhythm.mp3	Endurance SFX（大气深沉3 · 低音节奏感紧张气氛渲染无损音效素材包）/01 - Percussion/Percussion - Distortion/DS 22 Clean Rhythm.mp3	
/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/气氛音乐音效/Endurance SFX/01 - Percussion/Percussion - Distortion/DS 24 Future Kick.mp3	Endurance SFX（大气深沉3 · 低音节奏感紧张气氛渲染无损音效素材包）/01 - Percussion/Percussion - Distortion/DS 24 Future Kick.mp3	
/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/气氛音乐音效/Endurance SFX/01 - Percussion/Percussion - Distortion/DS 10 Massive Hits B.mp3	Endurance SFX（大气深沉3 · 低音节奏感紧张气氛渲染无损音效素材包）/01 - Percussion/Percussion - Distortion/DS 10 Massive Hits B.mp3	
/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/气氛音乐音效/Endurance SFX/01 - Percussion/Percussion - Distortion/DS 05 Deep Beat A.mp3	Endurance SFX（大气深沉3 · 低音节奏感紧张气氛渲染无损音效素材包）/01 - Percussion/Percussion - Distortion/DS 05 Deep Beat A.mp3	
/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/气氛音乐音效/Endurance SFX/01 - Percussion/Percussion - Distortion/DS 17 Metal Echoes.mp3	Endurance SFX（大气深沉3 · 低音节奏感紧张气氛渲染无损音效素材包）/01 - Percussion/Percussion - Distortion/DS 17 Metal Echoes.mp3	
/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/气氛音乐音效/Endurance SFX/01 - Percussion/Percussion - Distortion/DS 20 Echo Hit.mp3	Endurance SFX（大气深沉3 · 低音节奏感紧张气氛渲染无损音效素材包）/01 - Percussion/Percussion - Distortion/DS 20 Echo Hit.mp3	
/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/气氛音乐音效/Endurance SFX/01 - Percussion/Percussion - Distortion/DS 27 Boom Pop.mp3	Endurance SFX（大气深沉3 · 低音节奏感紧张气氛渲染无损音效素材包）/01 - Percussion/Percussion - Distortion/DS 27 Boom Pop.mp3	
/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/气氛音乐音效/Endurance SFX/01 - Percussion/Percussion - Distortion/DS 01 Moving Target.mp3	Endurance SFX（大气深沉3 · 低音节奏感紧张气氛渲染无损音效素材包）/01 - Percussion/Percussion - Distortion/DS 01 Moving Target.mp3	
/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/气氛音乐音效/Endurance SFX/01 - Percussion/Percussion - Distortion/DS 28 Drop Beat.mp3	Endurance SFX（大气深沉3 · 低音节奏感紧张气氛渲染无损音效素材包）/01 - Percussion/Percussion - Distortion/DS 28 Drop Beat.mp3	
/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/气氛音乐音效/Endurance SFX/01 - Percussion/Percussion - Distortion/DS 03 Training Day A.mp3	Endurance SFX（大气深沉3 · 低音节奏感紧张气氛渲染无损音效素材包）/01 - Percussion/Percussion - Distortion/DS 03 Training Day A.mp3	
/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/气氛音乐音效/Endurance SFX/01 - Percussion/Percussion - Distortion/DS 02 Bank Heist.mp3	Endurance SFX（大气深沉3 · 低音节奏感紧张气氛渲染无损音效素材包）/01 - Percussion/Percussion - Distortion/DS 02 Bank Heist.mp3	
/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/气氛音乐音效/Endurance SFX/01 - Percussion/Percussion - Distortion/DS 09 Massive Hits A.mp3	Endurance SFX（大气深沉3 · 低音节奏感紧张气氛渲染无损音效素材包）/01 - Percussion/Percussion - Distortion/DS 09 Massive Hits A.mp3	
/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/气氛音乐音效/Endurance SFX/01 - Percussion/Percussion - Distortion/DS 16 Chamber Hits C.mp3	Endurance SFX（大气深沉3 · 低音节奏感紧张气氛渲染无损音效素材包）/01 - Percussion/Percussion - Distortion/DS 16 Chamber Hits C.mp3	
/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/气氛音乐音效/Endurance SFX/01 - Percussion/Percussion - Distortion/Closers/DS 09 Boom Pop C.mp3	Endurance SFX（大气深沉3 · 低音节奏感紧张气氛渲染无损音效素材包）/01 - Percussion/Percussion - Distortion/Closers/DS 09 Boom Pop C.mp3	
/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/气氛音乐音效/Endurance SFX/01 - Percussion/Percussion - Distortion/Closers/DS 03 Massive Hits A.mp3	Endurance SFX（大气深沉3 · 低音节奏感紧张气氛渲染无损音效素材包）/01 - Percussion/Percussion - Distortion/Closers/DS 03 Massive Hits A.mp3	
/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/气氛音乐音效/Endurance SFX/01 - Percussion/Percussion - Distortion/Closers/DS 06 Simple Set.mp3	Endurance SFX（大气深沉3 · 低音节奏感紧张气氛渲染无损音效素材包）/01 - Percussion/Percussion - Distortion/Closers/DS 06 Simple Set.mp3	
/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/气氛音乐音效/Endurance SFX/01 - Percussion/Percussion - Distortion/Closers/DS 07 Boom Pop A.mp3	Endurance SFX（大气深沉3 · 低音节奏感紧张气氛渲染无损音效素材包）/01 - Percussion/Percussion - Distortion/Closers/DS 07 Boom Pop A.mp3	
/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/气氛音乐音效/Endurance SFX/01 - Percussion/Percussion - Distortion/Closers/DS 01 Bank Heist A.mp3	Endurance SFX（大气深沉3 · 低音节奏感紧张气氛渲染无损音效素材包）/01 - Percussion/Percussion - Distortion/Closers/DS 01 Bank Heist A.mp3	
/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/气氛音乐音效/Endurance SFX/01 - Percussion/Percussion - Distortion/Closers/DS 02 Bank Heist B.mp3	Endurance SFX（大气深沉3 · 低音节奏感紧张气氛渲染无损音效素材包）/01 - Percussion/Percussion - Distortion/Closers/DS 02 Bank Heist B.mp3	
/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/气氛音乐音效/Endurance SFX/01 - Percussion/Percussion - Distortion/Closers/DS 04 Massive Hits B.mp3	Endurance SFX（大气深沉3 · 低音节奏感紧张气氛渲染无损音效素材包）/01 - Percussion/Percussion - Distortion/Closers/DS 04 Massive Hits B.mp3	
/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/气氛音乐音效/Endurance SFX/01 - Percussion/Percussion - Distortion/Closers/DS 08 Boom Pop B.mp3	Endurance SFX（大气深沉3 · 低音节奏感紧张气氛渲染无损音效素材包）/01 - Percussion/Percussion - Distortion/Closers/DS 08 Boom Pop B.mp3	
/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/气氛音乐音效/Endurance SFX/01 - Percussion/Percussion - Distortion/Closers/DS 10 Future Kick.mp3	Endurance SFX（大气深沉3 · 低音节奏感紧张气氛渲染无损音效素材包）/01 - Percussion/Percussion - Distortion/Closers/DS 10 Future Kick.mp3	
/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/气氛音乐音效/Endurance SFX/01 - Percussion/Percussion - Distortion/Closers/DS 05 Massive Hits C.mp3	Endurance SFX（大气深沉3 · 低音节奏感紧张气氛渲染无损音效素材包）/01 - Percussion/Percussion - Distortion/Closers/DS 05 Massive Hits C.mp3	
/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/气氛音乐音效/Endurance SFX/05 - Strings/Strings - Silk/SL 08 Move It B.mp3	Endurance SFX（大气深沉3 · 低音节奏感紧张气氛渲染无损音效素材包）/05 - Strings/Strings - Silk/SL 08 Move It B.mp3	
/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/气氛音乐音效/Endurance SFX/05 - Strings/Strings - Silk/SL 01 Razor Plucks.mp3	Endurance SFX（大气深沉3 · 低音节奏感紧张气氛渲染无损音效素材包）/05 - Strings/Strings - Silk/SL 01 Razor Plucks.mp3	
/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/气氛音乐音效/Endurance SFX/05 - Strings/Strings - Silk/SL 13 Wasting Time B.mp3	Endurance SFX（大气深沉3 · 低音节奏感紧张气氛渲染无损音效素材包）/05 - Strings/Strings - Silk/SL 13 Wasting Time B.mp3	
/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/气氛音乐音效/Endurance SFX/05 - Strings/Strings - Silk/SL 05 Simple Plan.mp3	Endurance SFX（大气深沉3 · 低音节奏感紧张气氛渲染无损音效素材包）/05 - Strings/Strings - Silk/SL 05 Simple Plan.mp3	
/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/气氛音乐音效/Endurance SFX/05 - Strings/Strings - Silk/SL 12 Wasting Time A.mp3	Endurance SFX（大气深沉3 · 低音节奏感紧张气氛渲染无损音效素材包）/05 - Strings/Strings - Silk/SL 12 Wasting Time A.mp3	
/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/气氛音乐音效/Endurance SFX/05 - Strings/Strings - Silk/SL 03 Choices.mp3	Endurance SFX（大气深沉3 · 低音节奏感紧张气氛渲染无损音效素材包）/05 - Strings/Strings - Silk/SL 03 Choices.mp3	
/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/气氛音乐音效/Endurance SFX/05 - Strings/Strings - Silk/SL 06 Muted.mp3	Endurance SFX（大气深沉3 · 低音节奏感紧张气氛渲染无损音效素材包）/05 - Strings/Strings - Silk/SL 06 Muted.mp3	
/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/气氛音乐音效/Endurance SFX/05 - Strings/Strings - Silk/SL 16 Scratches.mp3	Endurance SFX（大气深沉3 · 低音节奏感紧张气氛渲染无损音效素材包）/05 - Strings/Strings - Silk/SL 16 Scratches.mp3	
/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/气氛音乐音效/Endurance SFX/05 - Strings/Strings - Silk/SL 11 Painful Wait B.mp3	Endurance SFX（大气深沉3 · 低音节奏感紧张气氛渲染无损音效素材包）/05 - Strings/Strings - Silk/SL 11 Painful Wait B.mp3	
/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/气氛音乐音效/Endurance SFX/05 - Strings/Strings - Silk/SL 14 Distress.mp3	Endurance SFX（大气深沉3 · 低音节奏感紧张气氛渲染无损音效素材包）/05 - Strings/Strings - Silk/SL 14 Distress.mp3	
/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/气氛音乐音效/Endurance SFX/05 - Strings/Strings - Silk/SL 09 Quick Bows.mp3	Endurance SFX（大气深沉3 · 低音节奏感紧张气氛渲染无损音效素材包）/05 - Strings/Strings - Silk/SL 09 Quick Bows.mp3	
/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/气氛音乐音效/Endurance SFX/05 - Strings/Strings - Silk/SL 07 Move It A.mp3	Endurance SFX（大气深沉3 · 低音节奏感紧张气氛渲染无损音效素材包）/05 - Strings/Strings - Silk/SL 07 Move It A.mp3	
/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/气氛音乐音效/Endurance SFX/05 - Strings/Strings - Silk/SL 10 Painful Wait A.mp3	Endurance SFX（大气深沉3 · 低音节奏感紧张气氛渲染无损音效素材包）/05 - Strings/Strings - Silk/SL 10 Painful Wait A.mp3	
/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/气氛音乐音效/Endurance SFX/05 - Strings/Strings - Silk/SL 04 The Setup.mp3	Endurance SFX（大气深沉3 · 低音节奏感紧张气氛渲染无损音效素材包）/05 - Strings/Strings - Silk/SL 04 The Setup.mp3	
/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/气氛音乐音效/Endurance SFX/05 - Strings/Strings - Silk/SL 02 Time Piece.mp3	Endurance SFX（大气深沉3 · 低音节奏感紧张气氛渲染无损音效素材包）/05 - Strings/Strings - Silk/SL 02 Time Piece.mp3	
/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/气氛音乐音效/Endurance SFX/05 - Strings/Strings - Space/SP 11 Painful Wait B.mp3	Endurance SFX（大气深沉3 · 低音节奏感紧张气氛渲染无损音效素材包）/05 - Strings/Strings - Space/SP 11 Painful Wait B.mp3	
/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/气氛音乐音效/Endurance SFX/05 - Strings/Strings - Space/SP 03 Choices.mp3	Endurance SFX（大气深沉3 · 低音节奏感紧张气氛渲染无损音效素材包）/05 - Strings/Strings - Space/SP 03 Choices.mp3	
/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/气氛音乐音效/Endurance SFX/05 - Strings/Strings - Space/SP 02 Time Piece.mp3	Endurance SFX（大气深沉3 · 低音节奏感紧张气氛渲染无损音效素材包）/05 - Strings/Strings - Space/SP 02 Time Piece.mp3	
/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/气氛音乐音效/Endurance SFX/05 - Strings/Strings - Space/SP 12 Wasting Time A.mp3	Endurance SFX（大气深沉3 · 低音节奏感紧张气氛渲染无损音效素材包）/05 - Strings/Strings - Space/SP 12 Wasting Time A.mp3	
/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/气氛音乐音效/Endurance SFX/05 - Strings/Strings - Space/SP 08 Move It B.mp3	Endurance SFX（大气深沉3 · 低音节奏感紧张气氛渲染无损音效素材包）/05 - Strings/Strings - Space/SP 08 Move It B.mp3	
/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/气氛音乐音效/Endurance SFX/05 - Strings/Strings - Space/SP 13 Wasting Time B.mp3	Endurance SFX（大气深沉3 · 低音节奏感紧张气氛渲染无损音效素材包）/05 - Strings/Strings - Space/SP 13 Wasting Time B.mp3	
/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/气氛音乐音效/Endurance SFX/05 - Strings/Strings - Space/SP 15 Textures.mp3	Endurance SFX（大气深沉3 · 低音节奏感紧张气氛渲染无损音效素材包）/05 - Strings/Strings - Space/SP 15 Textures.mp3	
/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/气氛音乐音效/Endurance SFX/05 - Strings/Strings - Space/SP 10 Painful Wait A.mp3	Endurance SFX（大气深沉3 · 低音节奏感紧张气氛渲染无损音效素材包）/05 - Strings/Strings - Space/SP 10 Painful Wait A.mp3	
/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/气氛音乐音效/Endurance SFX/05 - Strings/Strings - Space/SP 14 Distress.mp3	Endurance SFX（大气深沉3 · 低音节奏感紧张气氛渲染无损音效素材包）/05 - Strings/Strings - Space/SP 14 Distress.mp3	
